user,time,pattern
1279,E,"(18, 48)"
515,E,"(28, 64)"
515,E,"(28, 64)"
515,E,"(28, 64)"
3816,E,"(1, 59)"
3816,E,"(1, 59)"
3816,E,"(1, 59)"
528,E,"(3, 63)"
528,E,"(3, 63)"
528,E,"(3, 63)"
1524,E,"(57, 30)"
1524,E,"(57, 30)"
1524,E,"(57, 30)"
3550,E,"(27, 11)"
3550,E,"(27, 11)"
3550,E,"(27, 11)"
1222,E,"(9, 7)"
1222,E,"(9, 7)"
1222,E,"(9, 7)"
3259,E,"(25, 9)"
3259,E,"(25, 9)"
3259,E,"(25, 9)"
2748,E,"(32, 13)"
2748,E,"(32, 13)"
2748,E,"(32, 13)"
472,E,"(18, 42)"
472,E,"(18, 42)"
472,E,"(18, 42)"
2094,E,"(43, 18)"
2094,E,"(43, 18)"
2094,E,"(43, 18)"
1857,E,"(58, 15)"
1857,E,"(58, 15)"
1857,E,"(58, 15)"
2472,E,"(3, 32)"
2472,E,"(3, 32)"
2472,E,"(3, 32)"
246,E,"(47, 10)"
246,E,"(47, 10)"
246,E,"(47, 10)"
2599,E,"(28, 7)"
2599,E,"(28, 7)"
2599,E,"(28, 7)"
473,E,"(17, 23)"
473,E,"(17, 23)"
473,E,"(17, 23)"
3293,E,"(24, 3)"
3293,E,"(24, 3)"
3293,E,"(24, 3)"
1319,E,"(65, 39)"
1319,E,"(65, 39)"
1319,E,"(65, 39)"
48,E,"(36, 35)"
48,E,"(36, 35)"
48,E,"(36, 35)"
3614,E,"(6, 31)"
3614,E,"(6, 31)"
3614,E,"(6, 31)"
1150,E,"(25, 48)"
1150,E,"(25, 48)"
1150,E,"(25, 48)"
3597,E,"(9, 54)"
3597,E,"(9, 54)"
3597,E,"(9, 54)"
1582,E,"(5, 39)"
1582,E,"(5, 39)"
1582,E,"(5, 39)"
872,E,"(9, 9)"
872,E,"(9, 9)"
872,E,"(9, 9)"
779,E,"(12, 21)"
779,E,"(12, 21)"
779,E,"(12, 21)"
3267,E,"(61, 16)"
3267,E,"(61, 16)"
3267,E,"(61, 16)"
3524,E,"(47, 5)"
3524,E,"(47, 5)"
3524,E,"(47, 5)"
579,E,"(30, 6)"
579,E,"(30, 6)"
579,E,"(30, 6)"
3281,E,"(24, 61)"
3281,E,"(24, 61)"
3281,E,"(24, 61)"
88,E,"(42, 4)"
88,E,"(42, 4)"
88,E,"(42, 4)"
1253,E,"(30, 55)"
1253,E,"(30, 55)"
1253,E,"(30, 55)"
3418,E,"(5, 26)"
3418,E,"(5, 26)"
3418,E,"(5, 26)"
2286,E,"(6, 35)"
2286,E,"(6, 35)"
2286,E,"(6, 35)"
2848,E,"(38, 39)"
2848,E,"(38, 39)"
2848,E,"(38, 39)"
2300,E,"(13, 64)"
2300,E,"(13, 64)"
2300,E,"(13, 64)"
3507,E,"(20, 4)"
3507,E,"(20, 4)"
3507,E,"(20, 4)"
3402,E,"(9, 24)"
3402,E,"(9, 24)"
3402,E,"(9, 24)"
3576,E,"(37, 64)"
3576,E,"(37, 64)"
3576,E,"(37, 64)"
958,E,"(15, 58)"
958,E,"(15, 58)"
958,E,"(15, 58)"
2242,E,"(2, 6)"
2242,E,"(2, 6)"
2242,E,"(2, 6)"
94,E,"(7, 22)"
94,E,"(7, 22)"
94,E,"(7, 22)"
1730,E,"(50, 31)"
1730,E,"(50, 31)"
1730,E,"(50, 31)"
2536,E,"(34, 9)"
2536,E,"(34, 9)"
2536,E,"(34, 9)"
1446,E,"(44, 7)"
1446,E,"(44, 7)"
1446,E,"(44, 7)"
2504,E,"(60, 0)"
2504,E,"(60, 0)"
2504,E,"(60, 0)"
3039,E,"(28, 38)"
3039,E,"(28, 38)"
3039,E,"(28, 38)"
3409,E,"(18, 28)"
3409,E,"(18, 28)"
3409,E,"(18, 28)"
705,E,"(41, 4)"
705,E,"(41, 4)"
705,E,"(41, 4)"
713,E,"(56, 34)"
713,E,"(56, 34)"
713,E,"(56, 34)"
589,E,"(20, 24)"
589,E,"(20, 24)"
589,E,"(20, 24)"
1567,E,"(7, 52)"
1567,E,"(7, 52)"
1567,E,"(7, 52)"
3038,E,"(32, 50)"
3038,E,"(32, 50)"
3038,E,"(32, 50)"
1870,E,"(51, 27)"
1870,E,"(51, 27)"
1870,E,"(51, 27)"
262,E,"(64, 19)"
262,E,"(64, 19)"
262,E,"(64, 19)"
527,E,"(49, 17)"
527,E,"(49, 17)"
527,E,"(49, 17)"
2349,E,"(37, 64)"
2349,E,"(37, 64)"
2349,E,"(37, 64)"
3944,E,"(27, 25)"
3944,E,"(27, 25)"
3944,E,"(27, 25)"
3384,E,"(62, 30)"
3384,E,"(62, 30)"
3384,E,"(62, 30)"
3390,E,"(5, 44)"
3390,E,"(5, 44)"
3390,E,"(5, 44)"
1340,E,"(59, 10)"
1340,E,"(59, 10)"
1340,E,"(59, 10)"
3959,E,"(12, 66)"
3959,E,"(12, 66)"
3959,E,"(12, 66)"
3780,E,"(18, 65)"
3780,E,"(18, 65)"
3780,E,"(18, 65)"
296,E,"(27, 53)"
296,E,"(27, 53)"
296,E,"(27, 53)"
3779,E,"(5, 38)"
3779,E,"(5, 38)"
3779,E,"(5, 38)"
1298,E,"(49, 9)"
1298,E,"(49, 9)"
1298,E,"(49, 9)"
3018,E,"(27, 48)"
3018,E,"(27, 48)"
3018,E,"(27, 48)"
3630,E,"(52, 9)"
3630,E,"(52, 9)"
3630,E,"(52, 9)"
2729,E,"(37, 4)"
2729,E,"(37, 4)"
2729,E,"(37, 4)"
620,E,"(51, 19)"
620,E,"(51, 19)"
620,E,"(51, 19)"
3891,E,"(60, 25)"
3891,E,"(60, 25)"
3891,E,"(60, 25)"
1903,E,"(59, 18)"
1903,E,"(59, 18)"
1903,E,"(59, 18)"
3880,E,"(7, 37)"
3880,E,"(7, 37)"
3880,E,"(7, 37)"
3644,E,"(0, 51)"
3644,E,"(0, 51)"
3644,E,"(0, 51)"
974,E,"(14, 14)"
974,E,"(14, 14)"
974,E,"(14, 14)"
2204,E,"(26, 9)"
2204,E,"(26, 9)"
2204,E,"(26, 9)"
904,E,"(45, 6)"
904,E,"(45, 6)"
904,E,"(45, 6)"
2195,E,"(37, 26)"
2195,E,"(37, 26)"
2195,E,"(37, 26)"
101,E,"(43, 17)"
101,E,"(43, 17)"
101,E,"(43, 17)"
3754,E,"(12, 58)"
3754,E,"(12, 58)"
3754,E,"(12, 58)"
3723,E,"(18, 27)"
3723,E,"(18, 27)"
3723,E,"(18, 27)"
491,E,"(62, 27)"
491,E,"(62, 27)"
491,E,"(62, 27)"
184,E,"(2, 17)"
184,E,"(2, 17)"
184,E,"(2, 17)"
2583,E,"(24, 44)"
2583,E,"(24, 44)"
2583,E,"(24, 44)"
3606,E,"(53, 10)"
3606,E,"(53, 10)"
3606,E,"(53, 10)"
3083,E,"(25, 9)"
3083,E,"(25, 9)"
3083,E,"(25, 9)"
2533,E,"(23, 33)"
2533,E,"(23, 33)"
2533,E,"(23, 33)"
3134,E,"(42, 7)"
3134,E,"(42, 7)"
3134,E,"(42, 7)"
1407,E,"(58, 40)"
1407,E,"(58, 40)"
1407,E,"(58, 40)"
994,E,"(59, 25)"
994,E,"(59, 25)"
994,E,"(59, 25)"
1464,E,"(53, 27)"
1464,E,"(53, 27)"
1464,E,"(53, 27)"
1784,E,"(58, 12)"
1784,E,"(58, 12)"
1784,E,"(58, 12)"
508,E,"(41, 34)"
508,E,"(41, 34)"
508,E,"(41, 34)"
1160,E,"(21, 9)"
1160,E,"(21, 9)"
1160,E,"(21, 9)"
2247,E,"(59, 5)"
2247,E,"(59, 5)"
2247,E,"(59, 5)"
1554,E,"(3, 8)"
1554,E,"(3, 8)"
1554,E,"(3, 8)"
3460,E,"(60, 13)"
3460,E,"(60, 13)"
3460,E,"(60, 13)"
2353,E,"(24, 20)"
2353,E,"(24, 20)"
2353,E,"(24, 20)"
702,E,"(23, 26)"
702,E,"(23, 26)"
702,E,"(23, 26)"
1063,E,"(12, 62)"
1063,E,"(12, 62)"
1063,E,"(12, 62)"
2545,E,"(22, 10)"
2545,E,"(22, 10)"
2545,E,"(22, 10)"
2950,E,"(15, 23)"
2950,E,"(15, 23)"
2950,E,"(15, 23)"
1218,E,"(49, 16)"
1218,E,"(49, 16)"
1218,E,"(49, 16)"
3729,E,"(2, 29)"
3729,E,"(2, 29)"
3729,E,"(2, 29)"
1459,E,"(64, 5)"
1459,E,"(64, 5)"
1459,E,"(64, 5)"
375,E,"(24, 32)"
375,E,"(24, 32)"
375,E,"(24, 32)"
2915,E,"(17, 33)"
2915,E,"(17, 33)"
2915,E,"(17, 33)"
3861,E,"(4, 8)"
3861,E,"(4, 8)"
3861,E,"(4, 8)"
377,E,"(18, 61)"
377,E,"(18, 61)"
377,E,"(18, 61)"
2490,E,"(37, 18)"
2490,E,"(37, 18)"
2490,E,"(37, 18)"
2259,E,"(6, 32)"
2259,E,"(6, 32)"
2259,E,"(6, 32)"
3619,E,"(4, 42)"
3619,E,"(4, 42)"
3619,E,"(4, 42)"
2378,E,"(6, 64)"
2378,E,"(6, 64)"
2378,E,"(6, 64)"
2596,E,"(35, 10)"
2596,E,"(35, 10)"
2596,E,"(35, 10)"
355,E,"(13, 58)"
355,E,"(13, 58)"
355,E,"(13, 58)"
230,E,"(46, 29)"
230,E,"(46, 29)"
230,E,"(46, 29)"
3183,E,"(58, 29)"
3183,E,"(58, 29)"
3183,E,"(58, 29)"
734,E,"(41, 27)"
734,E,"(41, 27)"
734,E,"(41, 27)"
2762,E,"(19, 7)"
2762,E,"(19, 7)"
2762,E,"(19, 7)"
66,E,"(3, 18)"
66,E,"(3, 18)"
66,E,"(3, 18)"
3181,E,"(49, 39)"
3181,E,"(49, 39)"
3181,E,"(49, 39)"
2903,E,"(15, 4)"
2903,E,"(15, 4)"
2903,E,"(15, 4)"
926,E,"(22, 27)"
926,E,"(22, 27)"
926,E,"(22, 27)"
3274,E,"(40, 54)"
3274,E,"(40, 54)"
3274,E,"(40, 54)"
2804,E,"(63, 25)"
2804,E,"(63, 25)"
2804,E,"(63, 25)"
2179,E,"(53, 28)"
2179,E,"(53, 28)"
2179,E,"(53, 28)"
523,E,"(7, 53)"
523,E,"(7, 53)"
523,E,"(7, 53)"
3085,E,"(25, 6)"
3085,E,"(25, 6)"
3085,E,"(25, 6)"
735,E,"(54, 16)"
735,E,"(54, 16)"
735,E,"(54, 16)"
3785,E,"(48, 11)"
3785,E,"(48, 11)"
3785,E,"(48, 11)"
1180,E,"(28, 65)"
1180,E,"(28, 65)"
1180,E,"(28, 65)"
165,E,"(49, 7)"
165,E,"(49, 7)"
165,E,"(49, 7)"
3923,E,"(11, 9)"
3923,E,"(11, 9)"
3923,E,"(11, 9)"
3680,E,"(7, 44)"
3680,E,"(7, 44)"
3680,E,"(7, 44)"
616,E,"(37, 39)"
616,E,"(37, 39)"
616,E,"(37, 39)"
63,E,"(18, 47)"
63,E,"(18, 47)"
63,E,"(18, 47)"
1388,E,"(4, 5)"
1388,E,"(4, 5)"
1388,E,"(4, 5)"
2050,E,"(4, 60)"
2050,E,"(4, 60)"
2050,E,"(4, 60)"
3572,E,"(19, 45)"
3572,E,"(19, 45)"
3572,E,"(19, 45)"
3488,E,"(42, 42)"
3488,E,"(42, 42)"
3488,E,"(42, 42)"
2417,E,"(35, 27)"
2417,E,"(35, 27)"
2417,E,"(35, 27)"
3111,E,"(6, 6)"
3111,E,"(6, 6)"
3111,E,"(6, 6)"
3940,E,"(4, 40)"
3940,E,"(4, 40)"
3940,E,"(4, 40)"
2579,E,"(58, 15)"
2579,E,"(58, 15)"
2579,E,"(58, 15)"
1604,E,"(46, 37)"
1604,E,"(46, 37)"
1604,E,"(46, 37)"
3443,E,"(35, 35)"
3443,E,"(35, 35)"
3443,E,"(35, 35)"
2444,E,"(26, 20)"
2444,E,"(26, 20)"
2444,E,"(26, 20)"
2415,E,"(8, 27)"
2415,E,"(8, 27)"
2415,E,"(8, 27)"
1996,E,"(10, 25)"
1996,E,"(10, 25)"
1996,E,"(10, 25)"
534,E,"(43, 30)"
534,E,"(43, 30)"
534,E,"(43, 30)"
3802,E,"(62, 4)"
3802,E,"(62, 4)"
3802,E,"(62, 4)"
1696,E,"(47, 17)"
1696,E,"(47, 17)"
1696,E,"(47, 17)"
558,E,"(33, 15)"
558,E,"(33, 15)"
558,E,"(33, 15)"
2387,E,"(24, 62)"
2387,E,"(24, 62)"
2387,E,"(24, 62)"
3602,E,"(30, 37)"
3602,E,"(30, 37)"
3602,E,"(30, 37)"
2321,E,"(48, 34)"
2321,E,"(48, 34)"
2321,E,"(48, 34)"
2384,E,"(65, 20)"
2384,E,"(65, 20)"
2384,E,"(65, 20)"
537,E,"(50, 12)"
537,E,"(50, 12)"
537,E,"(50, 12)"
914,E,"(58, 14)"
914,E,"(58, 14)"
914,E,"(58, 14)"
3063,E,"(21, 59)"
3063,E,"(21, 59)"
3063,E,"(21, 59)"
1966,E,"(29, 11)"
1966,E,"(29, 11)"
1966,E,"(29, 11)"
1350,E,"(35, 0)"
1350,E,"(35, 0)"
1350,E,"(35, 0)"
880,E,"(13, 24)"
880,E,"(13, 24)"
880,E,"(13, 24)"
2037,E,"(10, 37)"
2037,E,"(10, 37)"
2037,E,"(10, 37)"
333,E,"(41, 42)"
333,E,"(41, 42)"
333,E,"(41, 42)"
352,E,"(47, 26)"
352,E,"(47, 26)"
352,E,"(47, 26)"
3145,E,"(4, 10)"
3145,E,"(4, 10)"
3145,E,"(4, 10)"
2100,E,"(18, 17)"
2100,E,"(18, 17)"
2100,E,"(18, 17)"
2165,E,"(40, 38)"
2165,E,"(40, 38)"
2165,E,"(40, 38)"
1762,E,"(18, 50)"
1762,E,"(18, 50)"
1762,E,"(18, 50)"
1287,E,"(18, 47)"
1287,E,"(18, 47)"
1287,E,"(18, 47)"
2412,E,"(8, 16)"
2412,E,"(8, 16)"
2412,E,"(8, 16)"
3163,E,"(66, 1)"
3163,E,"(66, 1)"
3163,E,"(66, 1)"
398,E,"(26, 24)"
398,E,"(26, 24)"
398,E,"(26, 24)"
1448,E,"(25, 43)"
1448,E,"(25, 43)"
1448,E,"(25, 43)"
1751,E,"(18, 59)"
1751,E,"(18, 59)"
1751,E,"(18, 59)"
1678,E,"(64, 7)"
1678,E,"(64, 7)"
1678,E,"(64, 7)"
1941,E,"(19, 44)"
1941,E,"(19, 44)"
1941,E,"(19, 44)"
1341,E,"(40, 53)"
1341,E,"(40, 53)"
1341,E,"(40, 53)"
3201,E,"(16, 64)"
3201,E,"(16, 64)"
3201,E,"(16, 64)"
313,E,"(9, 43)"
313,E,"(9, 43)"
313,E,"(9, 43)"
3098,E,"(8, 23)"
3098,E,"(8, 23)"
3098,E,"(8, 23)"
1976,E,"(39, 13)"
1976,E,"(39, 13)"
1976,E,"(39, 13)"
3991,E,"(44, 21)"
3991,E,"(44, 21)"
3991,E,"(44, 21)"
457,E,"(49, 16)"
457,E,"(49, 16)"
457,E,"(49, 16)"
2160,E,"(41, 6)"
2160,E,"(41, 6)"
2160,E,"(41, 6)"
552,E,"(21, 7)"
552,E,"(21, 7)"
552,E,"(21, 7)"
3464,E,"(46, 40)"
3464,E,"(46, 40)"
3464,E,"(46, 40)"
583,E,"(35, 45)"
583,E,"(35, 45)"
583,E,"(35, 45)"
540,E,"(3, 13)"
540,E,"(3, 13)"
540,E,"(3, 13)"
2070,E,"(43, 3)"
2070,E,"(43, 3)"
2070,E,"(43, 3)"
754,E,"(59, 2)"
754,E,"(59, 2)"
754,E,"(59, 2)"
3393,E,"(46, 11)"
3393,E,"(46, 11)"
3393,E,"(46, 11)"
3690,E,"(28, 37)"
3690,E,"(28, 37)"
3690,E,"(28, 37)"
1684,E,"(14, 6)"
1684,E,"(14, 6)"
1684,E,"(14, 6)"
376,E,"(48, 27)"
376,E,"(48, 27)"
376,E,"(48, 27)"
1682,E,"(45, 20)"
1682,E,"(45, 20)"
1682,E,"(45, 20)"
1300,E,"(60, 16)"
1300,E,"(60, 16)"
1300,E,"(60, 16)"
522,E,"(9, 28)"
522,E,"(9, 28)"
522,E,"(9, 28)"
3261,E,"(29, 52)"
3261,E,"(29, 52)"
3261,E,"(29, 52)"
2097,E,"(17, 60)"
2097,E,"(17, 60)"
2097,E,"(17, 60)"
3744,E,"(12, 26)"
3744,E,"(12, 26)"
3744,E,"(12, 26)"
1594,E,"(7, 60)"
1594,E,"(7, 60)"
1594,E,"(7, 60)"
2538,E,"(19, 16)"
2538,E,"(19, 16)"
2538,E,"(19, 16)"
279,E,"(44, 2)"
279,E,"(44, 2)"
279,E,"(44, 2)"
453,E,"(39, 48)"
453,E,"(39, 48)"
453,E,"(39, 48)"
3403,E,"(43, 27)"
3403,E,"(43, 27)"
3403,E,"(43, 27)"
2967,E,"(35, 41)"
2967,E,"(35, 41)"
2967,E,"(35, 41)"
3752,E,"(22, 26)"
3752,E,"(22, 26)"
3752,E,"(22, 26)"
2686,E,"(27, 10)"
2686,E,"(27, 10)"
2686,E,"(27, 10)"
2134,E,"(55, 41)"
2134,E,"(55, 41)"
2134,E,"(55, 41)"
3973,E,"(40, 65)"
3973,E,"(40, 65)"
3973,E,"(40, 65)"
1460,E,"(42, 31)"
1460,E,"(42, 31)"
1460,E,"(42, 31)"
1512,E,"(35, 55)"
1512,E,"(35, 55)"
1512,E,"(35, 55)"
2217,E,"(31, 54)"
2217,E,"(31, 54)"
2217,E,"(31, 54)"
1564,E,"(2, 32)"
1564,E,"(2, 32)"
1564,E,"(2, 32)"
2099,E,"(13, 16)"
2099,E,"(13, 16)"
2099,E,"(13, 16)"
190,E,"(16, 30)"
190,E,"(16, 30)"
190,E,"(16, 30)"
1649,E,"(24, 39)"
1649,E,"(24, 39)"
1649,E,"(24, 39)"
2345,E,"(16, 15)"
2345,E,"(16, 15)"
2345,E,"(16, 15)"
123,E,"(25, 38)"
123,E,"(25, 38)"
123,E,"(25, 38)"
611,E,"(33, 29)"
611,E,"(33, 29)"
611,E,"(33, 29)"
818,E,"(60, 6)"
818,E,"(60, 6)"
818,E,"(60, 6)"
3413,E,"(10, 49)"
3413,E,"(10, 49)"
3413,E,"(10, 49)"
1411,E,"(32, 43)"
1411,E,"(32, 43)"
1411,E,"(32, 43)"
2542,E,"(60, 21)"
2542,E,"(60, 21)"
2542,E,"(60, 21)"
2717,E,"(55, 27)"
2717,E,"(55, 27)"
2717,E,"(55, 27)"
1881,E,"(24, 21)"
1881,E,"(24, 21)"
1881,E,"(24, 21)"
1943,E,"(48, 26)"
1943,E,"(48, 26)"
1943,E,"(48, 26)"
386,E,"(32, 14)"
386,E,"(32, 14)"
386,E,"(32, 14)"
1197,E,"(9, 8)"
1197,E,"(9, 8)"
1197,E,"(9, 8)"
3549,E,"(32, 55)"
3549,E,"(32, 55)"
3549,E,"(32, 55)"
1308,E,"(15, 43)"
1308,E,"(15, 43)"
1308,E,"(15, 43)"
2920,E,"(26, 46)"
2920,E,"(26, 46)"
2920,E,"(26, 46)"
2385,E,"(30, 49)"
2385,E,"(30, 49)"
2385,E,"(30, 49)"
414,E,"(59, 8)"
414,E,"(59, 8)"
414,E,"(59, 8)"
2069,E,"(8, 12)"
2069,E,"(8, 12)"
2069,E,"(8, 12)"
1858,E,"(23, 25)"
1858,E,"(23, 25)"
1858,E,"(23, 25)"
1937,E,"(11, 16)"
1937,E,"(11, 16)"
1937,E,"(11, 16)"
291,E,"(33, 35)"
291,E,"(33, 35)"
291,E,"(33, 35)"
1127,E,"(23, 49)"
1127,E,"(23, 49)"
1127,E,"(23, 49)"
3510,E,"(8, 6)"
3510,E,"(8, 6)"
3510,E,"(8, 6)"
797,E,"(39, 2)"
797,E,"(39, 2)"
797,E,"(39, 2)"
716,E,"(36, 47)"
716,E,"(36, 47)"
716,E,"(36, 47)"
1627,E,"(5, 32)"
1627,E,"(5, 32)"
1627,E,"(5, 32)"
2283,E,"(31, 33)"
2283,E,"(31, 33)"
2283,E,"(31, 33)"
1934,E,"(12, 57)"
1934,E,"(12, 57)"
1934,E,"(12, 57)"
2407,E,"(35, 7)"
2407,E,"(35, 7)"
2407,E,"(35, 7)"
639,E,"(38, 8)"
639,E,"(38, 8)"
639,E,"(38, 8)"
1014,E,"(61, 1)"
1014,E,"(61, 1)"
1014,E,"(61, 1)"
3361,E,"(39, 12)"
3361,E,"(39, 12)"
3361,E,"(39, 12)"
2789,E,"(34, 35)"
2789,E,"(34, 35)"
2789,E,"(34, 35)"
1268,E,"(15, 50)"
1268,E,"(15, 50)"
1268,E,"(15, 50)"
1662,E,"(11, 23)"
1662,E,"(11, 23)"
1662,E,"(11, 23)"
3495,E,"(14, 58)"
3495,E,"(14, 58)"
3495,E,"(14, 58)"
3467,E,"(8, 38)"
3467,E,"(8, 38)"
3467,E,"(8, 38)"
642,E,"(8, 31)"
642,E,"(8, 31)"
642,E,"(8, 31)"
2109,E,"(39, 6)"
2109,E,"(39, 6)"
2109,E,"(39, 6)"
1987,E,"(23, 14)"
1987,E,"(23, 14)"
1987,E,"(23, 14)"
590,E,"(22, 27)"
590,E,"(22, 27)"
590,E,"(22, 27)"
3300,E,"(18, 64)"
3300,E,"(18, 64)"
3300,E,"(18, 64)"
3000,E,"(19, 26)"
3000,E,"(19, 26)"
3000,E,"(19, 26)"
2159,E,"(33, 13)"
2159,E,"(33, 13)"
2159,E,"(33, 13)"
50,E,"(19, 38)"
50,E,"(19, 38)"
50,E,"(19, 38)"
2016,E,"(13, 42)"
2016,E,"(13, 42)"
2016,E,"(13, 42)"
3589,E,"(32, 62)"
3589,E,"(32, 62)"
3589,E,"(32, 62)"
559,E,"(37, 24)"
559,E,"(37, 24)"
559,E,"(37, 24)"
3149,E,"(43, 32)"
3149,E,"(43, 32)"
3149,E,"(43, 32)"
753,E,"(34, 47)"
753,E,"(34, 47)"
753,E,"(34, 47)"
950,E,"(24, 41)"
950,E,"(24, 41)"
950,E,"(24, 41)"
2623,E,"(61, 31)"
2623,E,"(61, 31)"
2623,E,"(61, 31)"
1103,E,"(58, 31)"
1103,E,"(58, 31)"
1103,E,"(58, 31)"
1702,E,"(2, 65)"
1702,E,"(2, 65)"
1702,E,"(2, 65)"
3599,E,"(49, 22)"
3599,E,"(49, 22)"
3599,E,"(49, 22)"
3419,E,"(39, 44)"
3419,E,"(39, 44)"
3419,E,"(39, 44)"
1970,E,"(20, 11)"
1970,E,"(20, 11)"
1970,E,"(20, 11)"
3792,E,"(24, 44)"
3792,E,"(24, 44)"
3792,E,"(24, 44)"
1116,E,"(13, 44)"
1116,E,"(13, 44)"
1116,E,"(13, 44)"
655,E,"(31, 50)"
655,E,"(31, 50)"
655,E,"(31, 50)"
1587,E,"(56, 7)"
1587,E,"(56, 7)"
1587,E,"(56, 7)"
865,E,"(15, 13)"
865,E,"(15, 13)"
865,E,"(15, 13)"
2764,E,"(61, 12)"
2764,E,"(61, 12)"
2764,E,"(61, 12)"
3569,E,"(57, 40)"
3569,E,"(57, 40)"
3569,E,"(57, 40)"
2818,E,"(56, 32)"
2818,E,"(56, 32)"
2818,E,"(56, 32)"
2200,E,"(35, 38)"
2200,E,"(35, 38)"
2200,E,"(35, 38)"
3707,E,"(31, 10)"
3707,E,"(31, 10)"
3707,E,"(31, 10)"
1735,E,"(62, 27)"
1735,E,"(62, 27)"
1735,E,"(62, 27)"
64,E,"(52, 22)"
64,E,"(52, 22)"
64,E,"(52, 22)"
1910,E,"(16, 40)"
1910,E,"(16, 40)"
1910,E,"(16, 40)"
533,E,"(61, 16)"
533,E,"(61, 16)"
533,E,"(61, 16)"
1990,E,"(12, 21)"
1990,E,"(12, 21)"
1990,E,"(12, 21)"
2487,E,"(44, 13)"
2487,E,"(44, 13)"
2487,E,"(44, 13)"
2884,E,"(12, 21)"
2884,E,"(12, 21)"
2884,E,"(12, 21)"
3596,E,"(9, 42)"
3596,E,"(9, 42)"
3596,E,"(9, 42)"
3210,E,"(35, 30)"
3210,E,"(35, 30)"
3210,E,"(35, 30)"
1107,E,"(32, 35)"
1107,E,"(32, 35)"
1107,E,"(32, 35)"
2226,E,"(60, 32)"
2226,E,"(60, 32)"
2226,E,"(60, 32)"
1425,E,"(13, 22)"
1425,E,"(13, 22)"
1425,E,"(13, 22)"
2517,E,"(6, 60)"
2517,E,"(6, 60)"
2517,E,"(6, 60)"
3312,E,"(18, 60)"
3312,E,"(18, 60)"
3312,E,"(18, 60)"
2824,E,"(36, 3)"
2824,E,"(36, 3)"
2824,E,"(36, 3)"
841,E,"(6, 33)"
841,E,"(6, 33)"
841,E,"(6, 33)"
1323,E,"(41, 27)"
1323,E,"(41, 27)"
1323,E,"(41, 27)"
891,E,"(35, 14)"
891,E,"(35, 14)"
891,E,"(35, 14)"
2029,E,"(20, 30)"
2029,E,"(20, 30)"
2029,E,"(20, 30)"
2597,E,"(56, 39)"
2597,E,"(56, 39)"
2597,E,"(56, 39)"
235,E,"(22, 39)"
235,E,"(22, 39)"
235,E,"(22, 39)"
